,Ticker,Industry,Ratio
1009,CLMB,Technology,10.106003093040659
1010,CLMT,Energy,9.508103481575603
1011,CLNE,Energy,-24.768299963514917
1012,CLNN,Healthcare,-1.0444211716139178
1013,CLNNW,Healthcare,Information not available
1014,CLOA,Industry information not found,Information not available
1015,CLOE,Financial Services,Information not available
1016,CLOER,Industry information not found,Information not available
1017,CLOEU,Financial Services,Information not available
1018,CLOU,Industry information not found,Information not available
1019,CLOV,Healthcare,0.14639901561884067
1020,CLPS,Technology,4.904350156751997
1021,CLPT,Healthcare,-6.940895796928171
1022,CLRB,Healthcare,-1.0297778203286452
1023,CLRC,Financial Services,Information not available
1024,CLRCR,Industry information not found,Information not available
1025,CLRCU,Financial Services,Information not available
1026,CLRCW,Industry information not found,Information not available
1027,CLRO,Technology,-0.36236463919105255
1028,CLSA,Industry information not found,Information not available
1029,CLSC,Industry information not found,Information not available
1030,CLSD,Healthcare,-1.2425399264951553
1031,CLSK,Financial Services,-224.29470229007634
1032,CLSM,Industry information not found,Information not available
1033,CLST,Financial Services,Information not available
1034,CLVR,Healthcare,0.0484185287960664
1035,CLVRW,Healthcare,Information not available
1036,CLWT,Industrials,59.95839130434783
1037,CMAX,Healthcare,-114.77954611936778
1038,CMAXW,Healthcare,Information not available
1039,CMBM,Technology,-35.657360315374504
1040,CMCA,Financial Services,Information not available
1041,CMCAU,Financial Services,Information not available
1042,CMCAW,Financial Services,Information not available
1043,CMCO,Industrials,11.17520705822131
1044,CMCSA,Communication Services,7.242978507372702
1045,CMCT,Real Estate,23.62870754716981
1046,CME,Financial Services,21.823017403357944
1047,CMLS,Communication Services,7.8535158340552504
1048,CMMB,Healthcare,-2.898733006492646
1049,CMND,Healthcare,0.5551968006254739
1050,CMPO,Industrials,7.085140454689372
1051,CMPOW,Industrials,Information not available
1052,CMPR,Communication Services,14.17314032115893
1053,CMPS,Healthcare,-1.9735695000945814
1054,CMPX,Healthcare,-0.9780833952254642
1055,CMRX,Healthcare,1.1561335288242918
1056,CMTL,Technology,11.976340812776018
1057,CNCR,Industry information not found,Information not available
1058,CNDT,Technology,7.188446588235294
1059,CNET,Communication Services,-1.3020323038693646
1060,CNEY,Basic Materials,-10.79801684670516
1061,CNFR,Financial Services,1.1912274236656677
1062,CNFRZ,Industry information not found,Information not available
1063,CNGL,Financial Services,Information not available
1064,CNGLU,Financial Services,Information not available
1065,CNGLW,Financial Services,Information not available
1066,CNOB,Financial Services,Information not available
1067,CNOBP,Financial Services,Information not available
1068,CNSL,Communication Services,10.820845470183215
1069,CNSP,Healthcare,-0.4411795421621842
1070,CNTA,Healthcare,-2.5873312545854734
1071,CNTB,Healthcare,1.5115101388685475
1072,CNTG,Healthcare,-2.432108777760991
1073,CNTX,Healthcare,0.3900587593740839
1074,CNTY,Consumer Cyclical,10.526047147927118
1075,CNVS,Communication Services,7.573446351931331
1076,CNXA,Consumer Cyclical,-0.6912833121502574
1077,CNXC,Technology,14.635778039696383
1078,CNXN,Technology,12.382818757166993
1079,COCH,Healthcare,-2.410814219388816
1080,COCHW,Healthcare,Information not available
1081,COCO,Consumer Defensive,27.15006428164981
1082,COCP,Healthcare,0.5711272855844025
1083,CODA,Industrials,7.9100659135395155
1084,CODX,Healthcare,0.6241938387267528
1085,COEP,Healthcare,-1.661610953226614
1086,COEPW,Industry information not found,Information not available
1087,COFS,Financial Services,Information not available
1088,COGT,Healthcare,-0.9485391475643383
1089,COHU,Technology,10.861848077261934
1090,COIN,Financial Services,-26.05922801525971
1091,COKE,Consumer Defensive,8.179161337079464
1092,COLB,Financial Services,Information not available
1093,COLL,Healthcare,5.534730152448325
1094,COLM,Consumer Cyclical,9.946948040940109
1095,COMM,Technology,9.224155744386874
1096,COMS,Communication Services,-1.3412517286883083
1097,COMSP,Communication Services,-1.2829636315650568
1098,COMSW,Communication Services,Information not available
1099,COMT,Industry information not found,Information not available
1100,CONL,Industry information not found,Information not available
1101,CONN,Consumer Cyclical,-13.510398141875545
1102,CONX,Financial Services,Information not available
1103,CONXU,Financial Services,Information not available
1104,CONXW,Financial Services,Information not available
1105,COO,Healthcare,22.99992522815868
1106,COOL,Financial Services,Information not available
1107,COOLU,Financial Services,Information not available
1108,COOLW,Financial Services,Information not available
1109,COOP,Financial Services,26.58116659907834
1110,COPJ,Industry information not found,Information not available
1111,CORT,Healthcare,27.789767468232675
1112,COSM,Healthcare,-1.4842726304720992
1113,COST,Consumer Defensive,26.41669427783128
1114,COWG,Industry information not found,Information not available
1115,COWS,Industry information not found,Information not available
1116,COYA,Healthcare,-5.4248210875717655
1117,CPBI,Financial Services,Information not available
1118,CPHC,Consumer Cyclical,4.502873309207486
1119,CPIX,Healthcare,-16.90146874061885
1120,CPLP,Industrials,7.42871774820162
1121,CPLS,Industry information not found,Information not available
1122,CPOP,Communication Services,-0.19113680194184443
1123,CPRT,Industrials,26.28068035147172
1124,CPRX,Healthcare,13.746641402556994
1125,CPSH,Technology,11.179348526906606
1126,CPSI,Healthcare,14.069878906784687
1127,CPSS,Financial Services,Information not available
1128,CPTN,Technology,-2.071939663565472
1129,CPTNW,Technology,Information not available
1130,CPZ,Industry information not found,Information not available
1131,CRAI,Industrials,12.424783086299
1132,CRBP,Healthcare,-0.43572285903936714
1133,CRBU,Healthcare,-1.797585889107116
1134,CRCT,Technology,14.321931810658722
1135,CRDF,Healthcare,0.45574235104669886
1136,CRDL,Healthcare,-0.5630429328392786
1137,CRDO,Technology,-91.07370228439879
1138,CREG,Utilities,25.828149878510413
1139,CRESW,Industrials,Information not available
1140,CRESY,Industrials,22.820313509050063
1141,CREV,Consumer Cyclical,-15.578037668161436
1142,CREVW,Consumer Cyclical,Information not available
1143,CREX,Technology,20.250074020319303
1144,CRGE,Communication Services,-0.319724836406093
1145,CRGO,Industrials,-3.6958434757167935
1146,CRGOW,Industry information not found,Information not available
1147,CRGX,Healthcare,-5.501011196759129
1148,CRIS,Healthcare,-0.09609199044931625
1149,CRKN,Basic Materials,-0.038503738953093135
1150,CRMD,Healthcare,-2.5450107384752
1151,CRMT,Consumer Cyclical,35.52269027798206
1152,CRNC,Technology,-267.0670480887793
1153,CRNT,Technology,8.436433178005592
1154,CRNX,Healthcare,-8.708834962934251
1155,CRON,Healthcare,1.0058273913890512
1156,CROX,Consumer Cyclical,8.100303124402139
1157,CRSP,Healthcare,-8.392830196801913
1158,CRSR,Technology,26.443852928768457
1159,CRTO,Communication Services,7.5399700997432575
1160,CRUS,Technology,11.676855970895485
1161,CRVL,Financial Services,33.05848303160836
1162,CRVO,Healthcare,Information not available
1163,CRVS,Healthcare,-2.0221978174861963
1164,CRWD,Technology,10639.334910221247
1165,CRWS,Consumer Cyclical,10.101483820047356
1166,CSA,Industry information not found,Information not available
1167,CSB,Industry information not found,Information not available
1168,CSBR,Healthcare,-10.335667475728155
1169,CSCO,Technology,10.320039649371527
1170,CSF,Industry information not found,Information not available
1171,CSGP,Real Estate,69.42214738935887
1172,CSGS,Technology,11.215214492505272
1173,CSIQ,Technology,4.048347718173541
1174,CSLM,Financial Services,Information not available
1175,CSLMR,Industry information not found,Information not available
1176,CSLMU,Financial Services,Information not available
1177,CSLMW,Industry information not found,Information not available
1178,CSLR,Technology,-2.592492058709594
1179,CSLRW,Industry information not found,Information not available
1180,CSML,Industry information not found,Information not available
1181,CSPI,Technology,27.508120324839915
1182,CSQ,Financial Services,Information not available
1183,CSSE,Communication Services,-5.879003181576453
1184,CSSEL,Communication Services,Information not available
1185,CSSEN,Industry information not found,Information not available
1186,CSSEP,Communication Services,-7.8619021863511716
1187,CSTE,Industrials,-29.047435219123507
1188,CSTL,Healthcare,-4.5959508053983456
1189,CSTR,Financial Services,Information not available
1190,CSWC,Financial Services,12.45682451119574
1191,CSWCZ,Industry information not found,Information not available
1192,CSWI,Industrials,17.523435911181636
1193,CSX,Industrials,11.461514818855623
1194,CTAS,Industrials,28.3308008127067
1195,CTBI,Financial Services,Information not available
1196,CTCX,Healthcare,-8.701478413363217
1197,CTCXW,Industry information not found,Information not available
1198,CTEC,Industry information not found,Information not available
1199,CTG,Technology,23.489708737864078
1200,CTHR,Consumer Cyclical,-0.8642446136164339
1201,CTKB,Healthcare,-38.88022610522295
1202,CTLP,Technology,20.97409133683919
1203,CTMX,Healthcare,15.325844498051586
1204,CTNT,Consumer Cyclical,Information not available
1205,CTRM,Industrials,0.4702215129506146
1206,CTRN,Consumer Cyclical,124.03604468560485
1207,CTSH,Technology,10.410469178114086
1208,CTSO,Healthcare,-3.2522583232622915
1209,CTXR,Healthcare,-2.7787604628910665
1210,CUBA,Financial Services,Information not available
1211,CUE,Healthcare,-1.7952249237868343
1212,CUEN,Technology,-0.37980911654990446
1213,CUENW,Technology,Information not available
1214,CULL,Financial Services,Information not available
1215,CURI,Communication Services,0.7781007522505857
1216,CURIW,Communication Services,Information not available
1217,CUTR,Healthcare,-4.6521342785504265
1218,CVAC,Healthcare,-3.149708129899956
1219,CVBF,Financial Services,Information not available
1220,CVCO,Consumer Cyclical,9.421950948002278
1221,CVCY,Financial Services,Information not available
1222,CVGI,Consumer Cyclical,7.166435846574656
1223,CVGW,Consumer Defensive,19.46337652779603
1224,CVKD,Healthcare,0.28526170716486265
1225,CVLG,Industrials,7.094046171140788
1226,CVLT,Technology,39.60032767027665
1227,CVLY,Financial Services,Information not available
1228,CVRX,Healthcare,-9.949225225225225
1229,CVV,Industrials,-12.669863636363637
1230,CWBC,Financial Services,Information not available
1231,CWCO,Utilities,15.183132230691303
1232,CWD,Financial Services,-19.991333291778346
1233,CWST,Industrials,24.02736723475584
1234,CXAI,Technology,Information not available
1235,CXAIW,Industry information not found,Information not available
1236,CXDO,Communication Services,-97.74885683530678
1237,CXSE,Industry information not found,Information not available
1238,CYAN,Consumer Defensive,-9.597856079404467
1239,CYBR,Technology,-67.41163310712912
1240,CYCC,Healthcare,0.09719721866675891
1241,CYCCP,Healthcare,-5.127616148337773
1242,CYCN,Healthcare,0.08184546343725564
1243,CYN,Technology,0.047184702947740735
1244,CYRX,Industrials,-32.552407853944196
1245,CYT,Healthcare,0.5391180008978004
1246,CYTH,Healthcare,-1.305809496119789
1247,CYTHW,Healthcare,Information not available
1248,CYTK,Healthcare,-7.930555959428933
1249,CYTO,Healthcare,Information not available
1250,CZAR,Industry information not found,Information not available
1251,CZFS,Financial Services,Information not available
1252,CZNC,Financial Services,Information not available
1253,CZR,Consumer Cyclical,9.204115069933941
1254,CZWI,Financial Services,Information not available
1255,DADA,Consumer Cyclical,0.663689836077465
1256,DAIO,Technology,11.193241239892183
1257,DAKT,Technology,3.5282866386702634
1258,DALI,Industry information not found,Information not available
1259,DALN,Communication Services,-46.852241887905606
1260,DAPP,Industry information not found,Information not available
1261,DARE,Healthcare,-0.40238475782068933
1262,DASH,Communication Services,-71.7673225518591
1263,DATS,Technology,0.37090797553993216
1264,DATSW,Technology,Information not available
1265,DAVE,Technology,-1.5705342875811035
1266,DAVEW,Technology,Information not available
1267,DAWN,Healthcare,-4.377096865554922
1268,DAX,Industry information not found,Information not available
1269,DBGI,Consumer Cyclical,-1.0082274796589872
1270,DBGIW,Consumer Cyclical,Information not available
1271,DBVT,Healthcare,0.796119572568646
1272,DBX,Technology,20.965874796561604
1273,DCBO,Technology,341.15444777636594
1274,DCFC,Industrials,-2.3791773454549214
1275,DCFCW,Industrials,Information not available
1276,DCGO,Healthcare,26.190534092265786
1277,DCOM,Financial Services,Information not available
1278,DCOMP,Financial Services,Information not available
1279,DCPH,Healthcare,-4.749931155808362
1280,DCTH,Healthcare,-1.3554141916098463
1281,DDI,Communication Services,-1.9702181814797928
1282,DDIV,Industry information not found,Information not available
1283,DDOG,Technology,-614.1686811387665
1284,DECA,Financial Services,Information not available
1285,DECAU,Financial Services,Information not available
1286,DECAW,Industry information not found,Information not available
1287,DEMZ,Industry information not found,Information not available
1288,DENN,Consumer Cyclical,11.93608664116449
1289,DERM,Healthcare,-48.23791968658178
1290,DFGP,Industry information not found,Information not available
1291,DFGX,Industry information not found,Information not available
1292,DFLI,Industrials,-0.8123908094678659
1293,DFLIW,Industrials,Information not available
1294,DGCB,Industry information not found,Information not available
1295,DGHI,Technology,-9.312141208397401
1296,DGICA,Financial Services,29.085684735121667
1297,DGICB,Financial Services,25.752795040283473
1298,DGII,Technology,12.844436258938027
1299,DGLY,Communication Services,-0.3875908348987706
1300,DGRE,Industry information not found,Information not available
1301,DGRS,Industry information not found,Information not available
1302,DGRW,Industry information not found,Information not available
1303,DH,Healthcare,66.59301261766473
1304,DHAC,Financial Services,Information not available
1305,DHACU,Financial Services,Information not available
1306,DHACW,Financial Services,Information not available
1307,DHC,Real Estate,16.38733153893469
1308,DHCA,Financial Services,Information not available
1309,DHCAU,Financial Services,Information not available
1310,DHCAW,Financial Services,Information not available
1311,DHCNI,Industry information not found,Information not available
1312,DHCNL,Industry information not found,Information not available
1313,DHIL,Financial Services,11.497091549189545
1314,DIBS,Consumer Cyclical,-1.7670323649895243
1315,DIOD,Technology,7.140783830553056
1316,DISA,Financial Services,Information not available
1317,DISAU,Financial Services,Information not available
1318,DISAW,Industry information not found,Information not available
1319,DISH,Communication Services,14.65739694509505
1320,DIST,Financial Services,Information not available
1321,DISTR,Industry information not found,Information not available
1322,DISTW,Industry information not found,Information not available
1323,DIVD,Industry information not found,Information not available
1324,DJCO,Technology,20.779698809921033
1325,DKNG,Consumer Cyclical,-22.228630286018365
1326,DLHC,Industrials,9.555729603729604
1327,DLO,Technology,25.623956911733437
1328,DLPN,Communication Services,-13.45100421730876
1329,DLTH,Consumer Cyclical,17.284566503568705
1330,DLTR,Consumer Defensive,15.416237125501132
1331,DMAC,Healthcare,-2.835771121669077
1332,DMAQ,Financial Services,Information not available
1333,DMAQR,Industry information not found,Information not available
1334,DMAT,Industry information not found,Information not available
1335,DMK,Healthcare,Information not available
1336,DMLP,Energy,8.830684767777786
1337,DMRC,Technology,-20.61294230018322
1338,DMTK,Healthcare,-0.3574496330823927
1339,DMXF,Industry information not found,Information not available
1340,DNLI,Healthcare,-12.747956123186553
1341,DNTH,Healthcare,1.573281573724729
1342,DNUT,Consumer Defensive,28.708218348917004
1343,DOCU,Technology,92.34655236845286
1344,DOGZ,Consumer Cyclical,-7.474692768663487
1345,DOMH,Healthcare,Information not available
1346,DOMO,Technology,-7.709201642563828
1347,DOOO,Consumer Cyclical,4.209082870241521
1348,DORM,Consumer Cyclical,12.406813081593507
1349,DOX,Technology,11.312020439840808
1350,DOYU,Communication Services,472.66289040148956
1351,DPCS,Financial Services,Information not available
1352,DPCSU,Financial Services,Information not available
1353,DPCSW,Financial Services,Information not available
1354,DPRO,Industrials,-0.8433616855213975
1355,DRCT,Communication Services,11.90881437235661
1356,DRIO,Healthcare,-0.7249674618507022
1357,DRIV,Industry information not found,Information not available
1358,DRMA,Healthcare,Information not available
1359,DRMAW,Healthcare,Information not available
1360,DRRX,Healthcare,-0.042843246592317225
1361,DRS,Industrials,-96.50628855172414
1362,DRTS,Healthcare,-3.632098104044654
1363,DRTSW,Healthcare,Information not available
1364,DRUG,Healthcare,Information not available
1365,DRVN,Consumer Cyclical,12.939967730119665
1366,DSGN,Healthcare,1.761823232199956
1367,DSGR,Industrials,14.503580109991534
1368,DSGX,Technology,31.81480703277621
1369,DSKE,Industrials,6.323399271814187
1370,DSP,Technology,-9.484833193159519
1371,DSWL,Technology,-1.6659618686364543
1372,DTCK,Consumer Defensive,4.17786931286276
1373,DTI,Energy,2.2893963713631904
1374,DTIL,Healthcare,0.7181279451863245
1375,DTSS,Technology,-0.9237852156601315
1376,DTST,Technology,17.34396501843044
1377,DTSTW,Technology,Information not available
1378,DUET,Financial Services,Information not available
1379,DUETU,Financial Services,Information not available
1380,DUETW,Financial Services,Information not available
1381,DUNE,Financial Services,Information not available
1382,DUNEU,Financial Services,Information not available
1383,DUNEW,Financial Services,Information not available
1384,DUO,Real Estate,-74.2870593823747
1385,DUOL,Technology,-292.54161563392483
1386,DUOT,Technology,-2.7155193310422723
1387,DVAL,Industry information not found,Information not available
1388,DVAX,Healthcare,16.033552538964305
1389,DVLU,Industry information not found,Information not available
1390,DVOL,Industry information not found,Information not available
1391,DVY,Industry information not found,Information not available
1392,DWAC,Financial Services,Information not available
1393,DWACU,Financial Services,Information not available
1394,DWACW,Financial Services,Information not available
1395,DWAS,Industry information not found,Information not available
1396,DWAW,Industry information not found,Information not available
1397,DWSH,Industry information not found,Information not available
1398,DWSN,Energy,-3.4548592632817448
1399,DWUS,Industry information not found,Information not available
1400,DXCM,Healthcare,70.84334418435415
1401,DXJS,Industry information not found,Information not available
1402,DXLG,Consumer Cyclical,6.177525946704067
1403,DXPE,Industrials,5.984999605211212
1404,DXR,Healthcare,Information not available
1405,DXYN,Consumer Cyclical,-30.88554514727185
1406,DYAI,Healthcare,Information not available
1407,DYN,Healthcare,-2.6541050417011047
1408,DYNI,Industry information not found,Information not available
1409,DYNT,Healthcare,-5.224133745232967
1410,DYTA,Industry information not found,Information not available
1411,DZSI,Technology,-2.3751916442048517
1412,EA,Communication Services,20.153151729957806
1413,EAC,Financial Services,Information not available
1414,EACPU,Financial Services,Information not available
1415,EACPW,Financial Services,Information not available
1416,EAR,Healthcare,-0.17123011022902507
1417,EAST,Consumer Defensive,-3.681334063170472
1418,EBAY,Consumer Cyclical,7.9210729977828285
1419,EBC,Financial Services,Information not available
1420,EBIX,Technology,5.607087064505529
1421,EBIZ,Industry information not found,Information not available
1422,EBMT,Financial Services,Information not available
1423,EBON,Technology,5.262760095219413
1424,EBTC,Financial Services,Information not available
1425,ECBK,Financial Services,Information not available
1426,ECDA,Industry information not found,Information not available
1427,ECDAW,Industry information not found,Information not available
1428,ECOR,Healthcare,-0.9754284115762168
1429,ECOW,Industry information not found,Information not available
1430,ECPG,Financial Services,14.867736556256745
1431,ECX,Consumer Cyclical,-1.5686248452706477
1432,ECXWW,Consumer Cyclical,Information not available
1433,EDAP,Healthcare,-9.58161266615252
1434,EDBL,Consumer Defensive,-0.5987697833254828
1435,EDBLW,Consumer Defensive,Information not available
1436,EDIT,Healthcare,-2.639144412069732
1437,EDOC,Industry information not found,Information not available
1438,EDRY,Industrials,7.106907192017511
1439,EDSA,Healthcare,-0.9468170989733525
1440,EDTK,Consumer Defensive,2.094473803958446
1441,EDUC,Communication Services,-24.279684062605998
1442,EEFT,Technology,8.239477654399307
1443,EEIQ,Consumer Defensive,-2.754113637760058
1444,EEMA,Industry information not found,Information not available
1445,EFAS,Industry information not found,Information not available
1446,EFOI,Consumer Cyclical,-1.2749464794464795
1447,EFRA,Industry information not found,Information not available
1448,EFSC,Financial Services,Information not available
1449,EFSCP,Financial Services,Information not available
1450,EFTR,Healthcare,-0.8321567585127433
1451,EFTRW,Healthcare,Information not available
1452,EGAN,Technology,43.86748302078054
1453,EGBN,Financial Services,Information not available
1454,EGHT,Technology,62.29594370830668
1455,EGIO,Technology,-2.900655846342416
1456,EGOX,Consumer Cyclical,Information not available
1457,EGRX,Healthcare,2.032990004331991
1458,EH,Industrials,-6.900014214629089
1459,EHTH,Financial Services,-10.146915353003848
1460,EIGR,Healthcare,-0.08936061522219023
1461,EJH,Consumer Cyclical,-0.009205248287424158
1462,EKG,Industry information not found,Information not available
1463,EKSO,Healthcare,-0.9488047644756378
1464,ELAB,Healthcare,-9.583364979017592
1465,ELBM,Basic Materials,-3.735014993704933
1466,ELDN,Healthcare,Information not available
1467,ELEV,Healthcare,0.8740840532104832
1468,ELSE,Technology,3.3296762790697674
1469,ELTK,Technology,11.79623491292021
1470,ELTX,Healthcare,-1.5277115515567525
1471,ELUT,Healthcare,-4.080984637786677
1472,ELVA,Industrials,335.70466096866096
1473,ELVN,Healthcare,-2.9312991640242143
1474,ELWS,Technology,-0.05617148742746344
1475,ELYM,Healthcare,Information not available
1476,EM,Consumer Cyclical,-13.408449618539459
1477,EMB,Industry information not found,Information not available
1478,EMBC,Healthcare,9.197829586905689
1479,EMCB,Industry information not found,Information not available
1480,EMCG,Financial Services,Information not available
1481,EMCGR,Industry information not found,Information not available
1482,EMCGU,Financial Services,Information not available
1483,EMCGW,Industry information not found,Information not available
1484,EMIF,Industry information not found,Information not available
1485,EMKR,Technology,-2.185293028314704
1486,EML,Industrials,12.271817599244494
1487,EMLD,Financial Services,Information not available
1488,EMLDU,Financial Services,Information not available
1489,EMLDW,Financial Services,Information not available
1490,EMXC,Industry information not found,Information not available
1491,EMXF,Industry information not found,Information not available
1492,ENCP,Financial Services,Information not available
1493,ENCPU,Financial Services,Information not available
1494,ENCPW,Financial Services,Information not available
1495,ENER,Financial Services,Information not available
1496,ENERR,Industry information not found,Information not available
1497,ENERU,Financial Services,Information not available
1498,ENERW,Financial Services,Information not available
1499,ENG,Industrials,-0.8097540748789884
1500,ENGN,Healthcare,-5.556394012466445
1501,ENGNW,Healthcare,Information not available
1502,ENLT,Utilities,23.2312785872614
1503,ENLV,Healthcare,-0.002264079235287343
1504,ENPH,Technology,20.908284908598922
1505,ENSC,Healthcare,Information not available
1506,ENSG,Healthcare,20.31758550112941
1507,ENTA,Healthcare,1.0212586549586165
1508,ENTG,Technology,24.60815084260618
1509,ENTR,Industry information not found,Information not available
1510,ENTX,Healthcare,-1.1733522224360209
1511,ENVB,Healthcare,0.05627469113116265
1512,ENVX,Industrials,-10.522808637830579
1513,ENZL,Industry information not found,Information not available
1514,EOLS,Healthcare,-18.18545782239206
1515,EOSE,Industrials,-2.8212519918580985
1516,EOSEW,Industrials,Information not available
1517,EPIX,Healthcare,Information not available
1518,EPOW,Industrials,-4.993253533212527
1519,EPSN,Energy,3.3416087848216143
1520,EQ,Healthcare,2.463406663025669
1521,EQIX,Real Estate,32.8790314574449
1522,EQRR,Industry information not found,Information not available
1523,ERAS,Healthcare,-0.4524025125345051
1524,ERET,Industry information not found,Information not available
1525,ERIC,Technology,1.017487222188354
1526,ERIE,Financial Services,30.19558154450501
1527,ERII,Industrials,57.41233987234292
1528,ERNA,Healthcare,-2.0955488692232054
1529,ERSX,Industry information not found,Information not available
1530,ESAC,Financial Services,Information not available
1531,ESACU,Financial Services,Information not available
1532,ESACW,Financial Services,Information not available
1533,ESCA,Consumer Cyclical,15.61261371208136
1534,ESEA,Industrials,2.4526758127807775
1535,ESGD,Industry information not found,Information not available
1536,ESGE,Industry information not found,Information not available
1537,ESGL,Industrials,Information not available
1538,ESGLW,Industrials,Information not available
1539,ESGR,Financial Services,5.026841669376694
1540,ESGRO,Financial Services,-0.6691130623306233
1541,ESGRP,Financial Services,-0.6525071436314364
1542,ESGU,Industry information not found,Information not available
1543,ESHA,Financial Services,Information not available
1544,ESHAR,Industry information not found,Information not available
1545,ESLA,Healthcare,Information not available
1546,ESLAW,Healthcare,Information not available
1547,ESLT,Industrials,21.298906482683037
1548,ESMV,Industry information not found,Information not available
1549,ESOA,Industrials,6.990791934446525
1550,ESPO,Industry information not found,Information not available
1551,ESPR,Healthcare,-3.785003336699537
1552,ESQ,Financial Services,Information not available
1553,ESSA,Financial Services,Information not available
1554,ESTA,Healthcare,-14.563182937588707
1555,ETAO,Healthcare,-0.07193419005654275
1556,ETEC,Industry information not found,Information not available
1557,ETNB,Healthcare,-2.8183649921520058
1558,ETON,Healthcare,35.4194204417821
1559,ETSY,Consumer Cyclical,26.765719236658327
1560,EUDA,Healthcare,-2.607862444441869
1561,EUDAW,Healthcare,Information not available
1562,EUFN,Industry information not found,Information not available
1563,EVAX,Healthcare,-0.9197968675448605
1564,EVBG,Technology,-968.3469578783152
1565,EVCM,Technology,24.48380726012892
1566,EVER,Communication Services,-12.130742251343591
1567,EVGN,Healthcare,-0.7330288970093278
1568,EVGO,Consumer Cyclical,-7.038077701778386
1569,EVGOW,Consumer Cyclical,Information not available
1570,EVGR,Financial Services,Information not available
1571,EVGRU,Financial Services,Information not available
1572,EVGRW,Financial Services,Information not available
1573,EVLV,Industrials,-6.5743183794676
1574,EVLVW,Industrials,Information not available
1575,EVMT,Industry information not found,Information not available
1576,EVO,Healthcare,18.08931511902529
1577,EVOK,Healthcare,Information not available
1578,EVRG,Utilities,10.975101024370987
1579,EVTV,Consumer Cyclical,-2.7170064070411075
1580,EWBC,Financial Services,Information not available
1581,EWCZ,Consumer Defensive,16.09746747103798
1582,EWJV,Industry information not found,Information not available
1583,EWTX,Healthcare,-1.6220648800015776
1584,EWZS,Industry information not found,Information not available
1585,EXAI,Healthcare,-2.244670712357061
1586,EXAS,Healthcare,-97.7070501484028
1587,EXC,Utilities,12.05238746999545
1588,EXEL,Healthcare,97.09399407461153
1589,EXFY,Technology,-7.100621832968408
1590,EXLS,Technology,18.07528034995311
1591,EXPE,Consumer Cyclical,14.501338314720812
1592,EXPI,Real Estate,200.7952939526731
1593,EXPO,Industrials,33.462202816307666
1594,EXTR,Technology,14.423204259768047
1595,EYE,Consumer Cyclical,16.793389610936075
1596,EYEG,Industry information not found,Information not available
1597,EYEN,Healthcare,-3.248135534217372
1598,EYPT,Healthcare,-7.3242861019960035
1599,EZFL,Technology,-1.6464209546534687
1600,EZGO,Consumer Cyclical,-1.407162414818764
1601,EZPW,Financial Services,6.823714853452558
1602,FA,Industrials,12.88817449156348
1603,FAAR,Industry information not found,Information not available
1604,FAB,Industry information not found,Information not available
1605,FAD,Industry information not found,Information not available
1606,FALN,Industry information not found,Information not available
1607,FAMI,Consumer Defensive,-25.207519625618794
1608,FANG,Energy,5.45214770031103
1609,FANH,Financial Services,20.42253961636957
1610,FARM,Consumer Defensive,-9.921613190070396
1611,FARO,Technology,-32.67176403227206
1612,FAST,Industrials,21.839617344797528
1613,FAT,Consumer Cyclical,39.80829237094564
1614,FATBB,Consumer Cyclical,39.52541982640475
1615,FATBP,Consumer Cyclical,44.189701233439926
1616,FATBW,Consumer Cyclical,Information not available
1617,FATE,Healthcare,-0.1032588327607414
1618,FAZE,Communication Services,0.005949161455105452
1619,FAZEW,Communication Services,Information not available
1620,FBIO,Healthcare,-0.007107086132514863
1621,FBIOP,Healthcare,-0.49511858513446805
1622,FBIZ,Financial Services,Information not available
1623,FBL,Industry information not found,Information not available
1624,FBMS,Financial Services,Information not available
1625,FBNC,Financial Services,Information not available
1626,FBOT,Industry information not found,Information not available
1627,FBRX,Healthcare,0.6686783320443414
1628,FBYD,Industrials,-26.98942641857604
1629,FBYDW,Industrials,Information not available
1630,FBZ,Industry information not found,Information not available
1631,FCA,Industry information not found,Information not available
1632,FCAL,Industry information not found,Information not available
1633,FCAP,Financial Services,Information not available
1634,FCBC,Financial Services,Information not available
1635,FCCO,Financial Services,Information not available
1636,FCEF,Industry information not found,Information not available
1637,FCEL,Industrials,-3.7446338497201825
1638,FCFS,Financial Services,8.047931799808921
1639,FCNCA,Financial Services,Information not available
1640,FCNCO,Financial Services,Information not available
1641,FCNCP,Financial Services,Information not available
1642,FCUV,Technology,-21.371190686985514
1643,FCVT,Industry information not found,Information not available
1644,FDBC,Financial Services,Information not available
1645,FDCF,Industry information not found,Information not available
1646,FDFF,Industry information not found,Information not available
1647,FDIF,Industry information not found,Information not available
1648,FDIG,Industry information not found,Information not available
1649,FDIV,Industry information not found,Information not available
1650,FDMT,Healthcare,-3.7646745157162838
1651,FDNI,Industry information not found,Information not available
1652,FDT,Industry information not found,Information not available
1653,FDTS,Industry information not found,Information not available
1654,FDTX,Industry information not found,Information not available
1655,FDUS,Financial Services,Information not available
1656,FEAM,Basic Materials,-2.795285430406359
1657,FEBO,Technology,-69.21766561514195
1658,FEIM,Technology,Information not available
1659,FELE,Industrials,13.78563913917854
1660,FEM,Industry information not found,Information not available
1661,FEMB,Industry information not found,Information not available
1662,FEMS,Industry information not found,Information not available
1663,FEMY,Healthcare,-0.8461232925439163
1664,FENC,Healthcare,Information not available
1665,FEP,Industry information not found,Information not available
